symbol,date,strategy,side,entry_time,entry,stop,target,exit_time,exit,outcome,pnl_pct,risk_pct,r_multiple
QCOM,2026-07-01,tjr,1,11:20:00,186.315002,183.679993,191.58502,13:05:00,183.679993,stop,-0.014742763447465123,0.014142763447465153,-1.042424523483599
CRM,2026-06-25,tjr,1,12:15:00,150.815002,149.710007,153.024992,13:40:00,149.710007,stop,-0.007926824157718792,0.007326824157718756,-1.0818908693704543
ORCL,2026-06-08,tjr,1,10:40:00,212.395004,209.330994,218.523024,15:55:00,211.789993,eod,-0.003448518037646408,0.014425998457101167,-0.23904882895290222
ORCL,2026-06-29,tjr,1,12:10:00,148.425003,147.960007,149.35499500000003,12:30:00,147.960007,stop,-0.0037328683887580365,0.0031328683887580145,-1.1915177803680046
UBER,2026-06-08,tjr,1,13:50:00,70.290001,70.209999,70.45000500000002,13:50:00,70.209999,stop,-0.0017381704205696284,0.0011381704205695978,-1.5271618284542665
ABNB,2026-06-02,tjr,1,10:30:00,133.359406,132.059998,135.958222,15:55:00,134.350006,eod,0.006828047482455069,0.009743654677046173,0.7007686241734726
BA,2026-06-01,tjr,1,11:15:00,224.149994,223.455002,225.53997799999996,12:05:00,225.53997799999996,target,0.005601133335742792,0.0031005666678714477,1.806486986324985
BA,2026-07-01,tjr,1,11:55:00,217.520004,216.660004,219.24000400000003,14:50:00,219.24000400000003,target,0.007307318721822154,0.003953659360911071,1.8482418576744242
CAT,2026-06-01,tjr,1,11:25:00,859.119995,856.820007,863.719971,12:15:00,856.820007,stop,-0.0032771440699618896,0.0026771440699619436,-1.224119428883958
CAT,2026-06-08,tjr,1,10:55:00,909.765015,904.77002,919.7550049999998,11:30:00,904.77002,stop,-0.006090423260560151,0.005490423260560205,-1.109281192273458
CAT,2026-06-18,tjr,1,11:35:00,986.174988,977.919983,1002.684998,15:55:00,985.22998,eod,-0.001558255899306981,0.008370730448904858,-0.18615530733173322
GE,2026-06-22,tjr,1,12:05:00,357.799988,356.204987,360.9899899999999,14:00:00,356.204987,stop,-0.005057800596684103,0.0044578005966841115,-1.134595522385253
F,2026-06-01,tjr,1,11:20:00,16.875,16.639999,17.345002,15:10:00,16.639999,stop,-0.014525985185185174,0.013925985185185213,-1.0430849230428778
F,2026-06-11,tjr,1,10:45:00,14.295,14.21,14.464999999999998,13:25:00,14.464999999999998,target,0.011292270024483898,0.005946135012241978,1.899094117647048
XOM,2026-06-05,tjr,1,11:50:00,150.369995,149.300003,152.50997899999996,15:55:00,150.020004,eod,-0.0029275321649108836,0.007115728107858121,-0.4114170919034861
XOM,2026-06-30,tjr,1,11:15:00,136.139999,135.429993,137.56001099999997,15:55:00,136.490005,eod,0.0019709270058096313,0.0052152637374412855,0.3779151170553473
CVX,2026-06-04,tjr,1,10:40:00,188.830002,187.669998,191.15001000000004,15:55:00,188.339996,eod,-0.0031949584007312064,0.006143112787765658,-0.5200878628004583
CVX,2026-06-17,tjr,1,12:25:00,178.75,178.279999,179.690002,13:20:00,178.279999,stop,-0.003229376223776236,0.0026293762237762034,-1.2281910038489423
CVX,2026-06-23,tjr,1,11:35:00,175.735016,174.860001,177.48504599999998,15:55:00,175.990005,eod,0.000850985727283749,0.004979172733566033,0.1709090591589663
BAC,2026-06-03,tjr,1,11:30:00,51.355,51.240002,51.584996,11:45:00,51.584996,target,0.0038785512608314095,0.0022392756304157324,1.7320562096731869
BAC,2026-06-11,tjr,1,10:55:00,54.669998,54.064999,55.879996,15:55:00,55.134998,eod,0.007905579239274974,0.011066380503617348,0.7143780422777637
BAC,2026-06-24,tjr,1,11:10:00,57.630001,57.41,58.07000300000001,12:10:00,57.41,stop,-0.004417473471846799,0.003817473471846781,-1.1571720155817498
BAC,2026-06-26,tjr,1,12:25:00,57.900002,57.775002,58.150002,13:10:00,58.150002,target,0.0037177891427361727,0.0021588945713680633,1.7220799904000215
WMT,2026-06-09,tjr,1,13:00:00,119.419998,118.360001,121.53999200000003,13:35:00,118.360001,stop,-0.009476210163728304,0.008876210163728271,-1.067596416593635
COST,2026-06-09,tjr,1,10:20:00,971.5,967.289978,979.920044,12:10:00,979.920044,target,0.008067055069480068,0.004333527534740073,1.861544666512413
COST,2026-06-17,tjr,1,10:45:00,979.27002,975.260071,987.2899180000001,12:00:00,975.260071,stop,-0.0046948348444282965,0.004094834844428308,-1.1465260560670443
COST,2026-06-22,tjr,1,14:00:00,947.679993,946.870972,949.2980349999998,15:30:00,949.2980349999998,target,0.0011073716992566103,0.000853685849628268,1.297165344533716
COST,2026-06-23,tjr,1,10:50:00,958.419983,953.484985,968.2899789999999,15:55:00,957.320007,eod,-0.0017476972720840804,0.00514909756425639,-0.3394181699364392
COST,2026-06-24,tjr,1,11:40:00,963.159973,960.500122,968.479675,11:55:00,960.500122,stop,-0.003361587975583346,0.00276158797558337,-1.2172662994280417
MCD,2026-06-11,tjr,1,11:35:00,282.100006,281.149994,284.00003000000004,13:25:00,284.00003000000004,target,0.006135285216548537,0.003367642608274227,1.8218338256780189
MCD,2026-06-18,tjr,1,12:05:00,280.679993,279.650085,282.7398090000001,13:10:00,279.650085,stop,-0.004269331714711954,0.0036693317147119724,-1.1635175139915306
NKE,2026-06-15,tjr,1,10:35:00,45.560001,45.09,46.50000299999999,15:00:00,45.09,stop,-0.010916088447846927,0.010316088447846969,-1.0581615796562098
NKE,2026-06-24,tjr,1,10:30:00,41.695,41.57,41.945,10:35:00,41.57,stop,-0.003597961386257297,0.002997961386257345,-1.200135999999984
SBUX,2026-05-29,tjr,1,10:50:00,99.669998,99.210098,100.58979800000002,11:25:00,99.210098,stop,-0.00521422704152159,0.0046142270415216085,-1.1300326131767722
SBUX,2026-06-17,tjr,1,12:15:00,101.029999,100.330002,102.42999300000002,13:15:00,100.330002,stop,-0.007528605433322965,0.006928605433322932,-1.0865975131322025
SBUX,2026-07-01,tjr,1,11:15:00,102.245003,102.07,102.595009,11:20:00,102.07,stop,-0.002311604429216029,0.0017116044292160059,-1.3505482866008072
SBUX,2026-07-02,tjr,1,13:30:00,103.989998,103.290001,105.38999199999999,15:55:00,104.260002,eod,0.0019964420155100145,0.006731387762888468,0.2965869870870925
BABA,2026-06-08,tjr,1,10:40:00,121.220001,120.870003,121.919997,12:30:00,120.870003,stop,-0.0034872958019526827,0.0028872958019526777,-1.2078069034680219
BABA,2026-06-16,tjr,1,13:20:00,109.470001,109.050003,110.30999699999998,14:30:00,110.30999699999998,target,0.007073298550531449,0.0038366492752657647,1.84361353958826
BABA,2026-06-24,tjr,1,12:40:00,100.849998,100.699997,101.15,12:50:00,100.699997,stop,-0.0020873674067896746,0.0014873674067896676,-1.403397302684645
BABA,2026-06-26,tjr,1,11:10:00,95.0,94.57,95.86000000000001,13:40:00,94.57,stop,-0.0051263157894737114,0.004526315789473756,-1.1325581395348718
RIVN,2026-06-16,tjr,1,11:15:00,16.030001,15.935,16.220002999999995,11:45:00,15.935,stop,-0.006526450035779629,0.005926450035779669,-1.1012410458837227
RIVN,2026-06-18,tjr,1,11:35:00,16.27,16.165001,16.479998,12:50:00,16.165001,stop,-0.0070535341118623356,0.006453534111862286,-1.0929723140220464
RIVN,2026-06-22,tjr,1,11:15:00,15.69,15.5802,15.9096,11:25:00,15.5802,stop,-0.007598087954110943,0.006998087954110893,-1.0857377049180401
LCID,2026-06-30,tjr,1,10:45:00,6.485,6.322,6.811000000000001,15:40:00,6.811000000000001,target,0.04966985350809565,0.02513492675404784,1.976128834355827
AAL,2026-06-17,tjr,1,14:00:00,15.755,15.58,16.105000000000004,15:55:00,15.58,stop,-0.011707584893684574,0.011107584893684588,-1.0540171428571414
