symbol,date,strategy,side,entry_time,entry,stop,target,exit_time,exit,outcome,pnl_pct,risk_pct,r_multiple
DIS,2026-06-01,orb,1,11:20:00,101.75,101.0250015,103.199997,15:55:00,102.849998,eod,0.010210791154791222,0.007125292383292365,1.4330346890373007
DIS,2026-06-04,orb,1,10:00:00,101.400002,100.8450015,102.51000300000001,10:15:00,100.8450015,stop,-0.006073377604075402,0.005473377604075447,-1.1096215250256438
DIS,2026-06-18,orb,1,09:55:00,102.050003,101.425003,103.300003,12:30:00,103.300003,target,0.011648897239130807,0.0061244486195654495,1.902031997119985
BA,2026-06-15,orb,1,09:55:00,228.949997,227.095001,232.659989,15:55:00,229.009995,eod,-0.0003379427788330996,0.008102188356875147,-0.04171006201631153
BA,2026-07-02,orb,1,09:45:00,226.794998,223.7374955,232.910003,11:05:00,223.7374955,stop,-0.01408134891405317,0.013481348914053204,-1.0445059321455967
CAT,2026-06-23,orb,1,10:10:00,988.0,980.325012,1003.349976,10:30:00,980.325012,stop,-0.008368206477732797,0.007768206477732778,-1.0772379057791386
GE,2026-06-15,orb,1,09:45:00,347.100006,345.063751,351.172516,10:10:00,345.063751,stop,-0.006466479299340588,0.005866479299340556,-1.1022759937237787
F,2026-05-29,orb,1,09:45:00,17.65,17.235,18.479999999999997,10:40:00,17.235,stop,-0.024112747875354067,0.02351274787535406,-1.025518072289157
XOM,2026-06-12,orb,1,09:50:00,148.080002,146.614998,151.01001,15:55:00,146.614998,stop,-0.010493327797226736,0.009893327797226754,-1.0606469342063214
XOM,2026-06-15,orb,1,09:45:00,139.740005,138.730003,141.76000899999997,10:45:00,141.76000899999997,target,0.013855445310739501,0.0072277226553697765,1.9169863000271203
CVX,2026-06-15,orb,1,09:45:00,180.169998,178.9869995,182.53599499999999,09:55:00,178.9869995,stop,-0.007166012727601822,0.006566012727601832,-1.0913796583850264
JPM,2026-06-17,orb,1,09:45:00,335.765015,333.6325075,340.03003000000007,15:10:00,333.6325075,stop,-0.006951190281095986,0.006351190281095936,-1.094470480877565
JPM,2026-06-22,orb,1,10:15:00,329.700012,328.225006,332.65002400000003,10:30:00,328.225006,stop,-0.005073782063435294,0.004473782063435313,-1.1341147135672618
JPM,2026-06-25,orb,1,09:50:00,337.339996,336.050003,339.91998199999995,10:05:00,339.91998199999995,target,0.007048028785771199,0.0038240143928856313,1.8430968248664727
BAC,2026-06-12,orb,1,10:25:00,55.799999,55.529998500000005,56.33999999999999,15:55:00,55.994999,eod,0.0028946237185415898,0.004838718724708127,0.5982211166275622
BAC,2026-06-18,orb,1,09:45:00,57.299999,57.0749985,57.75,09:45:00,57.0749985,stop,-0.004526710365213082,0.003926710365213098,-1.152799657778534
WMT,2026-06-01,orb,1,09:45:00,115.584999,115.057499,116.63999899999997,09:45:00,115.057499,stop,-0.005163741009332767,0.004563741009332788,-1.1314710889099506
NKE,2026-06-01,orb,1,09:50:00,45.749901,45.399950000000004,46.449802999999996,15:55:00,45.919998,eod,0.0031179752585694283,0.007649218738200051,0.40762009367026203
