component,kind,avg_week,median_week,pct_pos_weeks,best_week,worst_week,n_weeks,cagr,max_dd
swing:high_52w:EEM,swing,-0.0001727996338444972,0.0,0.08280254777070063,0.06683451562235021,-0.09745537566437434,785,-0.044171656035648765,-0.1921013790331073
swing:double_low:SHY,swing,-0.0001791577354362907,0.0,0.1326923076923077,0.004311493251462073,-0.009404121144119482,1040,-0.009347497206648847,-0.1795828914493034
swing:bollinger_reversion:VNQ,swing,-0.00021489110532880111,0.0,0.08306364617044229,0.06389604395874682,-0.08868149630920108,927,-0.012975942769009707,-0.3138630780437842
swing:macd_momentum:SHY,swing,-0.00022544269497095252,0.0,0.2567307692307692,0.012049322799711382,-0.008347765520274275,1040,-0.011792320746926377,-0.25631308875931746
swing:macd_momentum:SPY,swing,-0.0002291155947201984,0.0,0.34808067664281067,0.12091548322468171,-0.1066199879689459,1537,-0.018982637611105857,-0.7492854145976544
swing:turn_of_month:SHY,swing,-0.00023945790721707557,0.0,0.20096153846153847,0.009910851601865556,-0.006909589127933269,1040,-0.012492296773720546,-0.2516993748326586
swing:bollinger_reversion:TSLA,swing,-0.00024003498692821255,0.0,0.09090909090909091,0.17906449717350936,-0.2229771738070333,627,-0.030929390316780325,-0.5844873409281547
swing:macd_momentum:TLT,swing,-0.0002474565880101481,0.0,0.33365384615384613,0.08801250097526592,-0.07693238258837132,1040,-0.01909328203971261,-0.5115698495069744
swing:macd_momentum:EFA,swing,-0.0002605058168715056,0.0,0.32996323529411764,0.09174829977330146,-0.15218722417502717,1088,-0.021792800826045733,-0.7026010678310916
swing:donchian_breakout:TLT,swing,-0.00032853026514896897,0.0,0.2567307692307692,0.08801250097526592,-0.07693238258837132,1040,-0.02250784219604529,-0.5166612700287327
swing:turn_of_month:SLV,swing,-0.0003416013393684204,0.0,0.24378698224852072,0.10714111661705839,-0.28632062510531353,845,-0.03463248496343141,-0.6111446764935731
swing:macd_momentum:EEM,swing,-0.00035180755564096823,0.0,0.3200398803589232,0.12422961137484423,-0.1193506374818033,1003,-0.030557759504442727,-0.5735301241395383
swing:double_low:TSLA,swing,-0.0005297134609920287,0.0,0.189792663476874,0.17906449717350936,-0.2238762198835057,627,-0.0641688894783159,-0.6833894860586724
swing:double_low:SLV,swing,-0.0005485737710468169,0.0,0.14319526627218934,0.09896732502915495,-0.19580652317287695,845,-0.03733105878407961,-0.5358292876788902
swing:tsmom:DBC,swing,-0.0006604943255439143,0.0,0.3855140186915888,0.15083103941722853,-0.09960448625964324,856,-0.04511210055849202,-0.7015474425051089
swing:rsi_reversion:TSLA,swing,-0.0008887132323081395,0.0,0.11004784688995216,0.12470593941091312,-0.2229771738070333,627,-0.06339928544333007,-0.6507516639175488
intraday:TJR (only 6 wks!),intraday,-0.0010978110985276717,0.009581337465056183,0.6666666666666666,0.07979260626626794,-0.10948651534918818,6,,
swing:high_52w:DBC,swing,-0.002036478171874761,0.0,0.28662420382165604,0.03906253549517191,-0.10152637850368529,157,-0.10665353309863246,-0.3799722469881378
