Datetime,Open,High,Low,Close,Volume
2026-04-08 13:30:00+00:00,243.910004,247.439102,243.500000,246.259995,296591
2026-04-08 13:35:00+00:00,246.259995,246.699997,245.220001,245.294998,118282
2026-04-08 13:40:00+00:00,245.343506,245.579895,243.139999,243.494995,78319
2026-04-08 13:45:00+00:00,243.619995,244.932495,242.710007,244.809998,76762
2026-04-08 13:50:00+00:00,244.809998,245.220001,244.084900,244.160004,82612
2026-04-08 13:55:00+00:00,244.119995,245.020004,244.073303,244.695007,74914
2026-04-08 14:00:00+00:00,244.809998,245.050003,244.360001,244.360107,72292
2026-04-08 14:05:00+00:00,244.380005,244.474899,243.440002,243.440002,51116
2026-04-08 14:10:00+00:00,243.604996,243.940002,243.225006,243.539993,47697
2026-04-08 14:15:00+00:00,243.619995,244.429993,243.460007,244.020004,80800
2026-04-08 14:20:00+00:00,244.039993,244.679993,243.710007,243.990005,34326
2026-04-08 14:25:00+00:00,244.160004,244.539993,244.009995,244.009995,33686
2026-04-08 14:30:00+00:00,244.080002,244.179993,243.669998,243.669998,32879
2026-04-08 14:35:00+00:00,243.750000,244.080002,243.220001,243.529999,37600
2026-04-08 14:40:00+00:00,243.589996,244.149994,243.119995,243.205002,35288
2026-04-08 14:45:00+00:00,243.279999,243.705002,243.134995,243.380005,26656
2026-04-08 14:50:00+00:00,243.240005,243.380005,242.845001,243.134995,29936
2026-04-08 14:55:00+00:00,243.080002,243.669998,242.707504,243.619995,39210
2026-04-08 15:00:00+00:00,243.539993,243.634995,242.910004,243.294998,38723
2026-04-08 15:05:00+00:00,243.300003,243.520004,243.130005,243.279999,24143
2026-04-08 15:10:00+00:00,243.190002,243.440002,242.720001,243.229996,27023
2026-04-08 15:15:00+00:00,243.220001,243.449997,243.035004,243.235001,36244
2026-04-08 15:20:00+00:00,243.235001,243.419998,242.559998,242.714996,45861
2026-04-08 15:25:00+00:00,242.714996,243.210007,242.509995,242.865005,47261
2026-04-08 15:30:00+00:00,242.869995,243.320007,242.399994,243.250000,49879
2026-04-08 15:35:00+00:00,243.229996,243.585007,242.740005,243.000000,31938
2026-04-08 15:40:00+00:00,242.990005,243.210007,242.740005,243.210007,25058
2026-04-08 15:45:00+00:00,243.274994,243.389999,243.100006,243.139999,24042
2026-04-08 15:50:00+00:00,243.119995,243.330002,242.945007,243.289993,28309
2026-04-08 15:55:00+00:00,243.289993,243.440002,243.131607,243.179993,16763
2026-04-08 16:00:00+00:00,243.179993,243.750000,243.131393,243.695007,25941
2026-04-08 16:05:00+00:00,243.720001,243.940002,243.399994,243.600006,26886
2026-04-08 16:10:00+00:00,243.554993,244.119904,243.481506,243.835007,32929
