Datetime,Open,High,Low,Close,Volume
2026-04-08 13:30:00+00:00,184.449997,185.250000,182.710007,183.035004,27238639
2026-04-08 13:45:00+00:00,183.410202,183.970001,182.580002,182.619995,9689140
2026-04-08 14:00:00+00:00,182.610001,182.798996,181.255005,181.789993,9021987
2026-04-08 14:15:00+00:00,181.785004,182.259995,181.399994,181.800003,5653170
2026-04-08 14:30:00+00:00,181.795105,181.929703,181.039993,181.050003,5850059
2026-04-08 14:45:00+00:00,181.045105,181.169998,180.309998,180.884995,6171751
2026-04-08 15:00:00+00:00,180.889999,181.535004,180.880005,181.279907,4449326
2026-04-08 15:15:00+00:00,181.270004,181.692001,180.949997,181.300003,4443977
2026-04-08 15:30:00+00:00,181.300003,181.729996,181.130005,181.729797,3279691
2026-04-08 15:45:00+00:00,181.729996,181.919998,181.589996,181.649994,3008002
2026-04-08 16:00:00+00:00,181.639999,182.029999,181.589996,181.720001,2439092
2026-04-08 16:15:00+00:00,181.729996,181.789993,181.289993,181.449997,3166553
2026-04-08 16:30:00+00:00,181.449997,181.729996,181.389999,181.590393,2096615
2026-04-08 16:45:00+00:00,181.589996,181.787994,181.490005,181.590500,2463161
2026-04-08 17:00:00+00:00,181.595001,181.809998,181.440002,181.625000,2455141
2026-04-08 17:15:00+00:00,181.619995,181.809998,181.375000,181.445007,2145008
2026-04-08 17:30:00+00:00,181.445007,181.729996,181.294998,181.585007,2156804
2026-04-08 17:45:00+00:00,181.580002,181.865005,181.500000,181.740005,2051963
2026-04-08 18:00:00+00:00,181.729996,182.179993,181.589996,182.085007,2796913
2026-04-08 18:15:00+00:00,182.089996,182.179901,181.494995,181.700302,3513315
2026-04-08 18:30:00+00:00,181.707596,182.050003,181.619995,181.645004,2307569
2026-04-08 18:45:00+00:00,181.630005,181.919998,181.100006,181.180099,2837175
2026-04-08 19:00:00+00:00,181.160004,181.970001,181.100006,181.900101,3168942
2026-04-08 19:15:00+00:00,181.904999,181.940002,181.610001,181.705002,2837452
2026-04-08 19:30:00+00:00,181.699997,182.100006,181.669998,181.835007,3256455
2026-04-08 19:45:00+00:00,181.830002,182.300003,181.649994,182.100006,8036750
2026-04-09 13:30:00+00:00,181.839996,182.259995,180.620102,181.869995,12184628
2026-04-09 13:45:00+00:00,181.869995,181.955002,181.130005,181.475006,5334615
2026-04-09 14:00:00+00:00,181.490005,182.250000,181.320099,181.880005,5131485
2026-04-09 14:15:00+00:00,181.869995,181.880005,181.289993,181.625000,4111207
2026-04-09 14:30:00+00:00,181.610001,181.979996,181.389999,181.945007,3597325
2026-04-09 14:45:00+00:00,181.945007,182.759995,181.912506,182.535004,5460327
2026-04-09 15:00:00+00:00,182.524994,183.309998,182.360001,183.279999,4684229
2026-04-09 15:15:00+00:00,183.279999,183.529999,182.760101,182.835007,4515184
2026-04-09 15:30:00+00:00,182.830002,183.369995,182.720001,182.854996,3718341
2026-04-09 15:45:00+00:00,182.865005,183.579895,182.729996,183.414993,3435330
2026-04-09 16:00:00+00:00,183.440002,183.960007,183.380005,183.380005,3863579
2026-04-09 16:15:00+00:00,183.380005,183.610001,183.199997,183.535004,2967918
2026-04-09 16:30:00+00:00,183.529999,183.561996,183.240005,183.445007,2313885
2026-04-09 16:45:00+00:00,183.445007,183.669998,183.100006,183.485001,2552532
2026-04-09 17:00:00+00:00,183.490005,183.889999,183.389999,183.740005,2452244
2026-04-09 17:15:00+00:00,183.740005,183.859894,183.429993,183.460007,2209886
2026-04-09 17:30:00+00:00,183.455002,183.739594,183.160004,183.604996,2961535
2026-04-09 17:45:00+00:00,183.604996,183.690002,183.399994,183.539993,1851301
2026-04-09 18:00:00+00:00,183.550003,183.690002,183.000000,183.335007,2672556
2026-04-09 18:15:00+00:00,183.335007,183.500000,183.009995,183.100006,2033173
2026-04-09 18:30:00+00:00,183.080002,183.559998,182.919998,183.389999,2382693
2026-04-09 18:45:00+00:00,183.384995,183.600006,183.264999,183.470001,1647711
2026-04-09 19:00:00+00:00,183.470093,183.830002,183.440002,183.710007,2618564
2026-04-09 19:15:00+00:00,183.714996,183.800003,183.470001,183.645004,2527402
2026-04-09 19:30:00+00:00,183.649994,183.850006,183.600006,183.735001,2887414
2026-04-09 19:45:00+00:00,183.720001,184.080002,183.610001,183.850006,8087303
2026-04-10 13:30:00+00:00,184.419998,186.500000,184.300003,185.824997,16029886
