Date,Open,High,Low,Close,Volume
1999-03-10,43.079715,43.106047,42.368741,43.027050,5232000
1999-03-11,43.343050,43.593207,42.395085,43.237720,9688600
1999-03-12,43.079702,43.106034,41.842082,42.184402,8743600
1999-03-15,42.500403,43.448367,42.052753,43.395702,6369000
1999-03-16,43.580036,43.948689,43.106054,43.764362,4905800
1999-03-17,43.764360,43.817025,43.316710,43.448372,3965000
1999-03-18,43.395701,44.317333,43.382535,44.291000,4848400
1999-03-19,44.870313,44.870313,43.132378,43.158710,7160400
1999-03-22,43.343054,43.448383,42.553083,42.632080,5024800
1999-03-23,42.395095,42.553089,41.052145,41.131142,10962400
1999-03-24,41.499768,42.553062,40.867792,42.526730,8447000
1999-03-25,43.185042,44.080341,42.901969,44.080341,8133800
1999-03-26,43.711675,44.211990,43.422020,43.606346,8256200
1999-03-29,44.133016,45.212642,43.869692,45.186310,5113800
1999-03-30,45.133643,45.502296,44.685993,44.870319,4940600
1999-03-31,45.607624,45.660288,44.080348,44.212009,8256600
1999-04-01,45.502293,45.554958,44.396335,45.133640,8715800
1999-04-05,45.864360,46.832074,45.581288,46.766243,5697200
1999-04-06,46.713586,47.371894,46.318601,46.858414,7522400
1999-04-07,47.292890,47.398219,45.370629,46.371258,11923600
1999-04-08,46.292260,46.963735,45.344296,46.739910,7952400
1999-04-09,46.660934,47.134916,46.529272,47.029587,4946800
1999-04-12,45.923618,47.029577,45.870954,46.713589,10934000
1999-04-13,47.003252,47.108581,45.712966,46.081619,9962200
1999-04-14,46.660928,46.713592,44.244934,44.501675,21253800
1999-04-15,44.659661,45.179725,43.079720,45.107311,17650600
1999-04-16,45.001975,45.001975,43.553696,43.790688,17274000
1999-04-19,44.080350,44.449002,41.295704,41.736771,19460600
1999-04-20,41.552458,43.027070,41.157473,42.684750,17413600
1999-04-21,43.079733,44.817668,42.500421,44.791336,10940400
1999-04-22,45.212635,46.134267,44.916396,46.002605,13630600
1999-04-23,45.765607,46.950562,45.291625,46.608242,7064400
1999-04-26,46.924239,48.030197,46.772828,47.681293,5421000
1999-04-27,48.030195,48.267186,46.351508,46.950569,16482800
1999-04-28,46.555587,46.713581,45.140224,45.344299,7676800
1999-04-29,45.133630,45.396953,44.027671,44.975636,19148200
1999-04-30,45.607625,45.844616,43.659031,45.265305,15295200
1999-05-03,45.133631,45.317957,44.271246,45.028301,11109800
1999-05-04,45.107319,45.818293,44.054025,44.317348,15428400
1999-05-05,44.343687,45.660305,43.000737,45.660305,12642600
1999-05-06,45.238971,45.633956,43.580033,44.001350,15173400
1999-05-07,44.396355,44.765008,43.448390,44.633347,16430400
1999-05-10,44.922988,45.383804,44.396341,45.080982,10604200
1999-05-11,45.449630,46.028941,45.186306,45.791950,8800800
1999-05-12,46.002605,46.897904,44.659655,46.739910,12507400
1999-05-13,47.108569,47.187566,45.660290,45.870949,9864000
1999-05-14,44.975644,45.502291,44.659656,45.001976,12205400
1999-05-17,44.607013,45.949963,44.165946,45.811718,9906800
1999-05-18,45.765618,46.028942,45.080977,45.607624,9267800
1999-05-19,45.791974,46.265956,45.081000,46.239624,7985600
1999-05-20,46.338333,46.338333,44.896637,44.969051,5997200
1999-05-21,45.107320,45.238982,44.317349,44.554340,10958600
1999-05-24,44.633335,44.712332,43.132391,43.422047,9569800
1999-05-25,43.369370,44.001346,41.815761,42.000088,17771200
1999-05-26,42.553061,43.343031,41.236444,43.171871,26772000
1999-05-27,43.000716,43.757771,42.447737,43.132378,23334800
1999-05-28,43.395711,44.080352,42.842732,43.843361,12969800
1999-06-01,43.764364,43.975023,42.632073,42.869064,6960200
